text	labels
Cool rcett a better one	Other
I had this game a couple years back and I lost my account. It wasn't this fancy but I had everything in the game at the time. Noe I lost all of it but I saved up $100 and bought a gift card. So now I am super strong! I love this game!	Bug
Pay to win get the prototype OP AF	Balance
It's awesome and intertyning	Other
I feel this game is outstanding, but please read this, make some weapons that cost gems cost coins, but my most concern is we need third person view, like when u aim or shoot, it zooms in. Pixel gun, i hope u add this soon, it will make me happy	Monetization
Ooo wat if every gun that cost gems and coines price on the guns war zero	Other
I cant use this because it make me crash	Bug
It's great but if you can add a another weapon slot For any weapon	Other
Gg but make money easy to get	Monetization
Is the best	Other
It's fun	Other
This game is very good	Other
I love the guns	Other
Best game ever New update pls  Thanks	Other
Very Good game	Other
Very good Multiplayer pixel game high definition graphic	Graphics
I remembered playing this was 2 years ago, and i loved playing pixel gun 3d, so i support the game... Can't wait for the upcoming update...	Other
Perfect I've been looking for a game with first person shooting and this one is spot on perfect I would just say because when I try to look around it goes realy slow so I'm trying to say can you change  the sensitivity on this game but apart from that everything is spot one	Other
The best	Other
Thx is amazing	Other
Loved it but it wont let me update it	Other
I hate it now I deleted and it won't download	Bug
This game very good and for creat plus shotgun gor primary	Other
I love this game	Other
Your game keeps glitching I had a prototype and shot a guy 200 times in the head and he didn't die then he had a pistol then shot me in the head once and he killed me	Balance
It can't do play	Other
I love this game	Other
This is the best	Other
It is a great way to let kids have fun	Other
It is the bast game	Other
It is I love it	Other
Very good game play this almost everyday would differently recommend it	Other
This is Lit up like 🔥	Other
This game is my favorite things	Other
Realy good app if you like guns of boom or critical ops dawload it	Other
Without native controller support the game will just be taken over by people that rooted their phones or play in emulators. Game sure is fun, but it needs controller support.	Other
Your game is cool and awesome yi You can make friends and message them and you can play with your friends and I love your game thanks for your game is cool	Other
Its so fun I bet there commpany makes many fun games they're awesome.	Other
The game is AWESOME!!! But the game controls are so close to each other but the game is AWESOME!!!!!	Other
Its good and all but after like 10 minutes it saying that it stopped and it keeps doing that and when I'm about to get my coins it just says that it stopped Plz fix this	Bug
Awsome I love it and the guns creative	Other
Everything is great	Other
I LOVED IT!!!!!!!!!! IT IS AWESOMELY AWESOME!!!!!!😃😃😃😃😃😃	Other
Cool	Other
Best game ever 2 weeks allready op and level 21	Other
Super fun! Wish it was easier to get money though, but besides that good job guys!	Monetization
Its amazing i love the plasma rifle	Other
I love it so much it's so fun	Other
This game is amazing when this game first came out I thought it was ok then it grew like its awesome, and can u make the coins or gems where you can get them earlier like the coins are easy to get but the gems they are hard to get.	Monetization
Really fun	Other
Echt cool	Other
So good I can't stop playing it	Other
I think this game is the best game ever I love the new idea for clans omg please make more update with newer things	Other
Cool game loved	Other
Cooler online Shoter	Other
Cool	Other
E UN PAY TO WIN ma per il resto bello DOVETE AUMENTARE LE RICONPENSE OPPURE ABBASARE I PREZZI DELLE ARMI	Other
The best game ever	Other
Good game.Pretty intresting,with stuff from Call Of Duty and references from other games or Easter Eggs/jokes included	Other
This game is so good	Other
Super cool	Other
Mt bom	Other
Cool	Other
Binche    Jego	Other
Pixel gun make please the Champion Söldner better.	Other
Game start why white? (게임 시작하면 왜 하얘요?)	Other
Cool	Other
E bom	Other
I did a lot of purchases in 2015 and spent a lot of money on this game and i started to play again yesterday but i couldn't get any of my guns or other things please fix that	Bug
SUPER JS SM ZE 19 LEVEL! COOL IGRA TA IGRA ZURA OROZJE PA MINI-GAMES! MEGA ♡♡♡	Other
골드가 297과 보석이 97개가 있었다 나는 지우고 다시 설치했다 하지만 복구가 안됬다.  I had 297golds and 97gems but when i uninstalled this game and install again, my golds and gems aren't recovered please recover my golds and gems	Bug
Game rat hay	Other
Why doesn't it take an weapon to make it, just add mode?	Other
When i play a game and i die i am out of the stage please help because im kicked from clan + subscribe Junior.	Bug
Jalla abonniert mich CR TryLo	Other
The only reason I didn't put good rate is because I am crashing some times in this update fix it	Bug
Perfect	Other
MT bom	Other
Nice online FPS	Other
Olegpershev	Other
Cool	Other
Perfect wow	Other
Ist  sehr cool	Other
Flothar w to gra	Other
Pierdolony deadly games podium noReward!	Other
I'ts sooooo very good the game is full good 100%	Other
Co	Other
This game is craxyyyyyyy	Other
Omg fix your game the enemy looking on the left and i am on his right and he can kill me without looking me omg fix it pls	Bug
Pixel Gun 3D is absolutely robust and awesome, but in the later stages when your character becomes level 15 or so, the game starts to become pay to win. Weapon prices are outrageous, so basically, if you don't buy coins or gems, you stand absolutely no chance. This is one of the main problems with Pixel Gun. Other then that, it's smooth and fun.	Monetization
Its So Good I Like It!! :)	Other
Love it	Other
I CANT PLAY IT it says unfortunately stop	Bug
PARAS PELI IKINÄ MULLA ON SÄHKÖ TYKITTÄJÄ☺	Other
Great game	Other
Stupid game. First there's some error then it won't let me download	Bug
Best gqme.i ever played.becquse i im lvl 17 and this gqme just git.my happy	Other
I hate this game because l can't play normal without using real money.	Monetization
It wouldn't let me download it	Bug
This game is so cool that the graphics and controls are ok but i love this game	Other
It is like a army's	Other
Love But  fix the damn contorols bro LiKe foreal😲	Other
Evert time i play the game  it  keeps crashing	Bug
Explode! The guuns	Other
It's the best	Other
Love it  its really good especially the campain	Other
Because it is like call of duty and i am a staff manager of activision and soon i will request my manager to make like this game.😬	Other
IT IS AWSOME	Other
Great game played since the release it's a good game I like all the cool guns in this game	Other
Its fine	Other
Nice game	Other
It a fun game	Other
It is snow in it is so it is i	Other
Its a Fun game I would recommend it but then only promblem is I had a old account with a lot of stuff and I got to the gmail that I put in for the old account all my stuff is gone!	Bug
I like it a lot but... Sometimes it just stops in the middle of a match then I have to go to the home screen. Although its a perfect and fix  ads I have them right after a match so plz fix that and make gems easier to get plzzzzz Thanks★.	Bug
I love this game	Other
Lovely game💓💓	Other
The Game Is Really Nice But The  controls Are a little hard But Good Game U Should Get It	Other
Cholo	Other
Another complain= this game is good but my problem is it keeps kicking me out every 1 min and btw thanks for the 100 diamonds :(	Bug
U should make every body equal so the game is iteresting😠	Balance
It's so fun and I like it so much	Other
Awesome and fun game	Other
I like this game so much and u need to search my name is MR.blue	Other
Cooles Spiel	Other
Every time I join a game it kicks me out off the app please fix	Bug
Cool	Other
*SO AMAZING!* What A Perfect App To Get Pets And Make Skins! I Wish I Had This! But Its With Wifi :( its okay. If You Update it i think I Will Try It Again! :3 Make Good Effort Pixel!	Other
I LIKE THIS GAME AND CAN YOU KICK THE HACKERS OUT OF YOUR GAME.?!?!???	Other
It was very cool	Other
These things are awsommme	Other
Too much update	Other
The number one best pocket addition game if EVER played this should be brought up to 10,000 stars well Done!!!!!	Other
I think it needs more weapons	Other
I like the graphics but the controls need improvement  look for shooter zombie the controls are like yours but better and easier to use can you please update the game and give it a better texture pack	Graphics
You Don't Need To Spend Real Money to Enjoy This Game. I Really Loved It	Monetization
This is the best game ever!!	Other
I think this is one of the best games the human race could develop	Other
This pixel gun 3d game was a great game intill...... u know like when people started hating it... so pixel gun 3d can u plz listen other people's idea and plz make a better update	Other
It awesome it just that when I'm doing good at the last few seconds it says pixel gun has stopped                Did you click read more                Lol               ;)	Bug
"Game is great ... join ""booty gang"" 🍑🍑"	Other
Is is 😎	Other
The best	Other
I love this game	Other
Cool	Other
I can't even this stupid game makes me wait wait wait and then what happened it didn't install	Bug
I love this game	Other
It's amazing great controls so think you should move to computer than console	Other
Soo lag when the player get to the higher level	Bug
Awesome!!!!! Best game in the world	Other
Pretty fun add more guns pleas and when will you at world 4	Other
Thank you for giving me such a good app I play on this daily	Other
Awsome i get to see awsome people and they like me ~\(≧▽≦)/~ But its only because of the emotes ฅ'ω'ฅ-_-#●_●	Other
Matchmaking is way too bad and and remove homing weapons its too powerful its not fair cause they barley try and bam your dead in an instant	Balance
This game is a kind of a BEST MINECRAFT SHOOTING GAME EVER!!!	Other
I want my old stuff back plz and all my friends I didn't mean to deteie it plz help	Bug
This is the best gun invented	Other
Cool	Other
You are doing great I will send it to you	Other
It is grate but it is hard to get weopns and they should have more guns	Monetization
I love this game	Other
Awesome game can i 10k gems and money and you are awesome	Other
Great but I would like it to be more often that u win coins	Monetization
You have to get this game!!!!!!!!!	Other
What will make it better is me being with better teammates, donating gems, coins and weapons, one shot could only be used one time a match!	Balance
Cool	Other
IT'S HORRIBLE IT SAID MY Egg WOULD BE DONE IN A HOUR AND THEN I WAITED A YEAR	Bug
Cool	Other
Hi guys I'm the famous bonbsquader my level is 63 and thx for all who played very well	Other
Its so hard to earn coins thats why I hate it	Monetization
Love it	Other
Game is sick :)	Other
Too Many Hackers In. DA GAME (srry if bad english	Other
This game is pretty fun...tons of stuff is a bit pricey and stuff seem way overpowered but whatever...the only thing i don't like is that once you delete the game, and have made a ton of progress, is gone. There's no way to get anything back...I've tried multiple times...you guys really need to make a better way on saving our data.	Bug
Cool	Other
Crashes right after I join a match or do a survial.the only time it doesnt crash is when im on the main screwn apart from tthat its useless veey disapointed I played rhis game when it first came out please fix it	Bug
This is so cool game	Other
It OK but I has never ending siege invitations and it so annoying	Other
It is epic	Other
When I am playing it randomly kicks me off so can you get that fixed😠😡😡😡😡😡	Bug
Very fun eazy to play and so much good graphix	Graphics
I love the game, and I think adding vip was smart, for more coins, and it is easy to get by lottery.If you see this then can you add a way to prestiege in the game to get even COOLER guns, mabey some special features,such as target practice,use the fort and survive the horde would be cool!Finally, an you mabey add in something such as a infected type game!? Please reply if you see this and let me know what you think!	Monetization
I is the best	Other
Its lit	Other
Can't download. It will probably take up a lot of storage space. Anyway, I've heard that this is a great game!	Bug
Suck a beast game	Other
Great	Other
Make gems more easyer to get and also add more coin weapons you always add the gem weapons think about the coins. Pls and make a trading upgrade	Monetization
Jud and a dad plz help plz aneed	Other
Ok sounds great	Other
I love this game cuz u got pets that also attack and pulse u can change ur skin how cool is that and u can buy weapon like GTA 5	Other
NICE GAME LIKE MINECRAFT BUT NEED A LITTLE BIT FIX IT	Other
Good game just wish you had more choices if waepons	Other
It is perfect	Other
This game is one of the most crapiest games I ever play becuz the developer should just get rid of this game and UK wut the developer has no life wut so ever, I better wish them in hell so cuz there's no way the developer should ever continue this game E V E R!	Other
Its very good	Other
Its perfect but takes to long to download	Bug
i can not download	Bug
This game is the best	Other
NO FREAKING FAIR THEY PUT ME WITH BETTER PEOPLE THAN ME I LOST 7 TIMES IN A ROW COMON DUDE U GUYS ARE MAKING THIS WORSTER😡😡😡😡😡	Balance
There should be a gun creator but not over powered for the new update please😎	Other
Love the creativity! and very well into the futuristic side with the weopons! my Weopon of choice is the knife of shadows.. invisibility ✌	Other
It is so good	Other
The graphics are really cool  I wish they can I see add more guns and like for example send back to the future stuff	Graphics
Chrisna	Other
Please don't installed this app thats all i aya because i got no word to this Shia game	Other
One of my favourites	Other
Great	Other
Im not sure about the voilice	Other
It's very fun and easy	Other
The 3d is cool	Other
Keep up the good work but plz,fix the erorr	Bug
I think its awesom	Other
Great game i really like it when you win it is just a great feeling but the only complaint is that it is really hard to get gems please make it easier to get gems	Monetization
I really like this game its very fun to play with friends and all but I would like it better  If u can play each other if one has the update and the other doesn't	Other
I like this great game	Other
LO INSTALO PERO NO ME DEJA CUANDO YEGA A.100 APARECE INSTALANDO Y DESPUES ME METO Y SE DESAPARESE Y A PARECE INSTALAR COMO SI NADA&gt;:( 😠😠😠😠	Other
AMAZING but when you bet on chest in duel i doent like how the clock restarts	Other
This game is awesome! Adficting, great time killer, and great YT material!!	Other
The game is fantastic, controls beautifully and over all amazing.	Other
It's showing off	Other
This game suck they banned me	Other
It is amazing game I love the guns and all the new updates it the most cool shooting game I have ever playe!😁😁😁😁😁	Other
It is cool	Other
I can't play because every time I login and join a server the game kicks me out	Other
I liked the game but when i dowload it again i never got all mi stuff back and i was lots of stuff and i will like to get them back and then i will come back here and give the game a better rate	Bug
Great game you'll kill some time and make some friends	Other
Fun game but it needs to fix crashes on android. Many times it will crash when I have top score,or right when the fight ends. Extremely annoying. Do you know how long it can take to get the double rewards for just one mode? But hey, that's the VIP experience.	Bug
It's sooooo good to play great looking weapons and it's so fare.	Balance
it is the best game in the whole wide world	Other
Love this game so much good job making this game	Other
I love it so much that I play it every day	Other
I think that I loved it,but I would like to make a few changes like,insted of making the awsome guns,why cant you just get it for free in the lucky chest?ONLY the lucky chest	Other
The game was OK.	Other
It's awasome	Other
Nice shooting game	Other
It is cool when some kills you it shows a skoule and they are week to kill	Other
Nice and savage	Other
THIS IS THE SWEETEST GAME OF ALL	Other
It is amazing	Other
Love it bot the leave and loose trophies hate that part	Bug
It's so awesome!!!!	Other
I love this game so much 😍😍😍😍😍😍😍😍😍	Other
Loved it	Other
Every time you can pay in the bosses they do one shot kill and they don't het me I die please fix the bug	Balance
It is fun	Other
Super awesome game play	Other
Cool game	Other
It is the best	Other
Great game	Other
This is the best game ever once I played this game for 1 hour but when I stoped playing I didn't feel complete sl this game is a great time killer	Other
I like it because there is so many people who play the game	Other
Cool	Other
The graphics could have been better ,but besides that the games is awesome	Graphics
MT MT  bom	Other
Best minecraft/call if duty game ever	Other
It's a good idea to have a lot more people in a game  I've got a game that suck but this is cool!!!!!!!!!!!!!!!!!!	Other
I love this game.	Other
i think it is a really good game! You should make more like this	Other
Cool game but the update with the news on the left side doesnt let you open the chest	Other
Guay chavales	Other
Cool	Other
It's awesome game	Other
I like this game it may be the best game ive ever played,can you make more animated	Other
It's cool	Other
It's awesome	Other
Thx for a update	Other
It's cool	Other
When are you going to make the new campaign world. I am dying to play it	Other
It's a cool game and it's its fun	Other
Its relly fun you can talk and have frinds and you can battle and thier like all typs of mini games	Other
ABİ OFFF OYUN U ÇOK GÜZEL YAPIMCISININ ELİNE SALIK!.😘😍😃😀😀🤗😇 OYUNA HAYVANLAR DA NELER NELER GELMİŞ YA 😇😇😇😉💐💐💐💐💐🌟🌟🌟🌟🌟🌟🌟🌟☉🎀🎀🎀🎀🎀🎉🎉🎉🎉💗	Other
its  very very cool	Other
I worked so hard to get a gun then it craSHed. WHEN I CAME BACK IT WASN'T BOUGHT AND ALL MY GEMS WERE gone	Bug
It's a great mobile game for teen and adults and kids	Other
Best game I have ever played  at first I downloaded it  and 2 months later my mom made me delete it but a month ago I got an award  and was able to download it again.... still  the best game in the world that is my opinion	Other
E bom	Other
Cauê wilson	Other
Your game is great	Other
Jelly plays this	Other
I LOVE!!!!!! This GAME	Other
Get ready for micro transactions galore and camping ten year olds that stole from their mother wallet.  What's next? Walking dlc?Jesus!	Balance
It's OK but.... 8 want FREE GUNS U LITTLE PEOPLE	Other
It's good but add more leages	Other
I think its great	Other
This game is liT!!!!!!	Other
Hello. I was a user who was doing 3D pixel. I purchased some jewelry with my cell phone and made a payment, but I asked for a refund.	Monetization
Good but scammer i had 10$ and bought the gems cost 6.49$ and scam me and i got 0$ back.Please fix and give me the money now.	Monetization
Very good game I like this very much Thanks admin	Other
I used to love this game but it just went downhill from there	Other
Cool but mite of losed my stuff on my tablet	Bug
This game is really good	Other
Its gotten way better except for the co OK survival	Other
coolpoop	Other
Wow its so cool i think i can be a soldier	Other
Muy chevere	Other
The game is great	Other
It's good	Other
Loved it	Other
It's a good game	Other
Its verey fun and awsome	Other
Good Games   :)	Other
Is a good and fun game  And also is awesome	Other
Pixel gun has been the best since I was little and it has helped me find my best friend plz keep making pixel gun better	Other
Its cool	Other
This game is savage level2000	Other
the game is so cool	Other
It's good animation	Other
Ummmm, I basically don't know what to say but this is the best fps games i have ever had!!! Thank you so much to the one who made this.	Other
It's ausume and fun and it's a good game 1\100 I will give it a 99 because my tablet keeps on turning off so I dont get all the action	Other
Well it's good but need good Internet and sunshine to my chanel video game time	Other
This is a best shooting game in the whole world	Other
Copied minecraft instead of roblox	Other
I like how you get like the weapons and I like how you like could make the Skins but the only wish I want you guys like to make is like put the prices for the for the for the weapons and other stuff more cheaper because if it's more cheaper like other people would like by I mean download Pixel Gun 3D because it's like a cool game but at the same time I really want you to put like romance in it just a teeny bit okay because sometimes I be seeing like online dating not really like online dating but they're people like they're kissing each other but put a little bit of romance BB what I preferred so that's my short review so yeah love you Pixel Gun 3D	Monetization
The game was fun	Other
No me gusto	Other
I THINK THE RESURECTER IS TOO OVERPOWERED SAME WITH THE HOMING WEAPONS	Balance
It good but we need more armour	Other
Sexy You	Other
I DONT THINK THIS IS GOOD APPS	Other
It's a game	Other
It's became a scam since new company took over I've spent over 90 pounds on the game were my gems and coins and then it's says I cheat rating one I want my gems and coins	Monetization
This game is so funny bro	Other
The game is fun it just keeps crashing	Bug
I think this is awesome	Monetization
Love it cool game and It is addictive keep up the good work but please put some things back. Awesome game love it.	Other
Awesome you game creators please help me make a game like yours one day we need to develop a gta game	Other
I LOVE Pixel Gun 3D it's so fun and challenging and you are able the get a lot of coins and gems and you are able to lvl up and gain XP and unlock new weapons	Other
This was a great game	Other
Its so awesome 🌟	Other
Perfect for gameplay/let's play videos! Loved it!	Other
This game is awesome the I play it all night and day.😏😏😏😏😏😏	Other
Just the best	Other
It's a great game	Other
I love this game me and my older brother always use to play this.	Other
I love this game so much	Other
I accidentally restarted my tablet so now I lost all my friends...	Bug
This game is very fun to play when you have nothing to play	Other
This game is awesome. I LOVE IT!	Other
call of duty +minecraft omg yes	Other
Awsome 👌	Other
Son fun dose not kick u out not a scale it is so fun case tgarebslis a lot of game modes	Other
This game is awesome everything about it is awesome it's so addicting and it's just so fun... I've had it ever since it has come out and I have multiple accounts and this game I just want to play it all the time!!	Other
This game is like Minecraft but with way better animations guns and graphics	Graphics
It's cool	Other
Its cool	Other
This game is great! Great game if you love first person shooting!	Other
Super cool	Other
It is a dime	Other
Why dont waist space it gives you players that are a stage or 2 better then you and with the box i always die worst game ever	Balance
It's a good game	Other
May you please ad the old guns back it was really fun with the old guns	Other
It is good!!!!!!	Other
I think that this is my favorite game of all time,make more stuff at the game so people can start getting more people to play it and spend money on it too...	Other
It's great	Other
This game is so cool	Other
It's good i guess	Other
LOVE IT!	Other
It is the best game I have ever played on a phone, but it dose crash from time to time, but over all its a great game!! But their is one thing im not a fan of. When you go to respawn their is a chance of buying somthing on accident and it happened to me TWICE wasting 324 coins witch made me mad because i been grinding for 2 weeks and to see my time go to waste!!😩😩	Bug
10 out of Q10  the	Other
This game is fun but im done with every thing so i made a another account then another one😢😳	Other
Best in history	Other
I love it :)	Other
I think it's a really great game	Other
Its a great game	Other
i think you did awesome and you are awesome!	Other
It keep login me off	Bug
I love this game	Other
Its a little bit glitchy	Bug
It's good	Other
The campain levels are easy but when you get to the forest its really hard yes ven on easy	Other
Great game onerous I wish you  luck  and  can you  give me cool  guns😊😜	Other
It is a cool game put add more stuff	Other
Cool	Other
This game is amazing	Other
This game is so awesome	Other
Love this game i played it when it first came out 🐷	Other
This game is so bad this game is copyrighted from roblox	Other
It's the best game ever made you should make a number 2	Other
The best game	Other
Eu how are	Other
Its a pretty fun game Wichita is cool	Other
Cool	Other
Cool	Other
This #### reset on me for no reason	Bug
I love because it got good guns	Other
Its good. They just need to bring  back quests	Other
Its like Minecraft	Other
Really good	Other
Nice game do it in a game	Other
Great graphics but can u add even better gun and unlock the other champion so i could get more coins plz. And also add offline player to battles. Thx:)	Other
It is epic their is no lag	Other
This game is really good they should add prestiges or more levels	Other
It's good but every thing is expensive	Monetization
It's ok :/	Other
Personally. This game is the best game on the app store rn. It is easy to get gems and coins and the guns are so creative and easy to obtain.	Monetization
Keeps crashing in the game. Crash in survive as long as you can. When I start the wave, it kicks me out of the app automatically. Please fix the crashes	Bug
REALLY FUN AND ADDICTING kind of like minecraft and call of duty mixed!	Other
I like this game because. It has online players graphics are good the guns shoot perfect i have no problems playing it is the best game	Other
Good but it does not  give you enough money for each fight	Monetization
Cool....!!! :)	Other
Best Online Pixel Shooter!	Other
Awesome updates and game but it is always lagging	Bug
Stop making updates that block players from playing without the update	Other
There's a glitch the makes the game unplayable please fix it 😣😲😱	Bug
This game is really fun Great time killer and good chat system!	Other
The best game ever I reakamend it for people that have extra time to play	Other
Can be buggy and takes a while to get started but overall very good concept	Bug
This game is awesome! Me and my friend play all the time!	Other
Awesome game i like the pokemon skins	Other
I don't like it that  much	Other
I love this game sooo much. U guys should download this app. Its sooo cool and so fun that it makes me wish I could rate 100. Plz get this game. Its just like Minecraft but with guns and tools and sooo much other awesome things. I can't think of another way to say how good this is but its awesome so plz take your time to download this plzzz. Pixel gun is awesome, cool, and has such good graphics. Soooooo cooooool. #pixel gun for life (pgfl)😀😄❤💙💚💛💜👍👍👍👍👍👍👍	Other
Cool	Other
Great	Other
I THINK ITS REALY FUNN!!!!GOOD GAME !!!!!!	Other
Such a fun game! Would recommend for people who love like shooting games!	Other
It's very addicting and hard to put down!	Other
Really fun	Other
I like  this but it takes my coins and gems when i get high with thm	Monetization
Nice i love you guys pls update this game more amd more and i like it kts the best..	Other
It's adzactly what I'm looking for	Other
This game is amazing     This game is amazing	Other
It looks great and the new guns are really good	Other
Looking at this 4 years older, the game is a bit boring for those like me who destroy them competition and look for high levels and waves on zombies.  Although the waves are optimised to kill people early on, the levels end too soon, with there being a 'coming soon' for ages at a time. However this game has decent multilayer and a good use of your time and only at 130mb	Balance
It's awsone	Other
I love pixel funds so much 😍	Other
This game is so cool	Other
I all ways play it😁🙂😊🤣	Other
Love it	Other
I think it's awesome	Other
Do tou know the wey	Other
THIS IS THE BEST GAME OF MI LIIIIIIIIIIIIIIIIIIIIII- IIIIIIIIIIIIIIIIIIIIIIIIIIIIFFFFFEEE	Other
Iove it!!!!!!!!!!!!!!!!	Other
This is the most fun multiplayer game in the world 😁	Other
Great	Other
Best pixel game yet but they could make more events	Other
Love it	Other
Awesome but gems and coins are hard to gain	Monetization
1.Too Slow To Install 2.Why not switch team? 3.Make it Awsome	Balance
The best game	Other
I open a lucky chest I only get coins gems and skins so I don't like it	Other
I think that it it is a really cool blocky shooting game #LOVEIT	Other
Me gusto mucho	Other
Great game its fun but can you give the people who don't buy the gems or coins the mythical guns that everyone so happens to have.  At least make the price coins and sure make them expensive. Please do this it would slightly level the whole game	Monetization
It is a great game	Other
Love the graphics	Graphics
When is the extra campaign coming out grrrrrrr	Other
Every time shutting down if you play. Please fix.	Bug
I love i played it as a kid	Other
It is so fun but need offline mode  or but otherwise it is awesome	Other
It was a very good game th	Other
Game is awsome	Other
Its awsome but one thing i hate id that you only get your lucky chest online	Other
...... omg I love this game	Other
good game  I don't like the Deadly games	Other
I think its amazing.	Other
This game is cool	Other
WORST GAME I'VE EVER PLAYED BECAUSE EVERY TIME I GET SOMETHING GOOD IT CRASHES AND THEN I WON'T GIVE ME WHAT I GOT SO IT'S GARBAGE	Bug
It's great even my bro said he'd loved it	Other
I love the game I am installing it on my new device if it does not sync the data I will cry 😅	Bug
I love this game so much.I was accused of cheating and then I downloaded  it to see if it was recovered and it was!I love this game.Ive player it for a long time,I've spent money on this game(like 4$)and I'm really high on the leaderboards(I think it's only local though)and it's great.its not a pay to win game at all.I spent money to speed up the game process but that's it.I love this game and I will never stop playing.I do wish it had Xbox remote support and and official competitive esports tournament to watch or even compete in and maybe a battle Royale mode too.overall,great work,I love what your doing,keep it up.	Monetization
Am iz e i love the skin maker and the cap maker	Other
I love this game if I am bored I can look up to playing this	Other
Can you make it so we can convert our Minecraft skins into the game	Other
Super cool	Other
I lost for words on I got one bloody brilliant	Monetization
Its a nice game to have fun with friends	Other
Love the game Great	Other
Its fun	Other
Seriously so much fun lol	Other
The best game ever. Lived	Other
It's fun I just need more money lol freind me #XxNoScopexX	Other
I LOVE IT SO MUCH!!!!!!!!!!!!!!!	Other
Super cool	Other
I love the game so much	Other
Great game really interesting game	Other
Siempre me banean y no soy ni hacker	Other
It's great	Other
So it's a good game but it really needs controller support and a longer campaign. As well as the ability to download maps.	Other
This is a amazinng game and pleas make updates and also make more guns and nifes	Other
Its ok	Other
This game was fine	Other
Really good game, reccomend for those who like action pack with stories.Please make weapons cheaper like prototype for 190 coins,loading takes so long please fix to only 5 seconds.The last thing i want to mention is that the exoskeleton update always crashes. Please fix if you can but great game.	Monetization
Trash	Other
Killing  is fun	Other
I love this game	Other
It has a nice mix of Minecraft and call of duty	Other
The problems of the game: 1) No option for controller, 2) adds makes my phone restart! 3) the rank up is too fast I play 15 mins per  day and im level 23 .	Advertising
Super fun diffrentvand nice to play try it	Other
Mythical weapons are the strongest	Balance
can't move properly when I move and then press something else like the shoot button I stop or the I just don't shoot and the d-pad lags a lot	Bug
Much better than Minecraft 😂	Other
Great	Other
This game is amazing I don't know why it doesn't have 100 million downloads	Other
Wow super epic	Other
The best shoter game!!! Congratulations rilosoft! But i have a question why you dont put another world like inside the code or more?	Other
I I like the game it was fun!	Other
Love this game but ... The game gets really laggy.I joined a match and my phone kept freezing. Can you please fix this lag if you can ill give this game 5.	Bug
Nice game and its free!	Other
This game is very good	Other
Yeah that game is osom	Other
Great job for for makeing this game#🔥🔥🔥🔥🔥🔥	Other
ok, so on my tablet i think its a great game and all but would they stop just making updates! u finally get the best gun then there is and update and u suck again! i tried downloading this on my chrome book but i could only use one control at a time! plz fix this.:(	Balance
I like it because of how interesting it is	Other
Cool game this is the coolest game evor	Other
LLOVE IT😇	Other
We'll its a really good game... Only if I can downlo ad it!!!!!  I hate this game I can't even download it	Bug
I couldn't load it it said pls reboot if your device is frozen so I left it for a while and nothing g changed pls fix this	Bug
Its the best ☆☆♧	Other
It's great!	Other
Coole	Other
IT IS THE BEST	Other
I AM ADDICTED TO THIS GAME	Other
there's so many things you can do in the game	Other
Me gusto	Other
I like this GAME	Other
Love it	Other
It's a really great app for	Other
Effffoooooo	Other
I think you should make a secound one	Other
This game is the best	Other
Cool this is cool simply	Other
Cool	Other
I love it all it is a awesome game	Other
Love it	Other
love this i Play it when im so Bored	Other
Best shooting game out there	Other
So interesting	Other
Eh it's pretty good	Other
Rilisoft what've you done to the game recently! This app is getting worse every time it updates!!! I mean we have to use tickets to play arena and co-operative. I want the old version better...This is worse now thanks to you! Fix it like the good old days...	Balance
This is the BEST GAME EVER	Other
I think it is okay	Other
Can you please bring back the Santa gear and weopns	Other
CHAOTIC BUT AWESOME	Other
Welk is a very great game voor grapichs love it❤	Other
It is the best	Other
I love this game	Other
I think u guys fid very well on this game	Other
Well it's a great game but could u add more ways to get clan weapons and fort upgrades like being able to buy them with gems or coins ? I still love the game but there are some disappointments.  SRRY	Other
I hate it	Other
It's really awesome	Other
I think it's great interest to guns	Other
Nice game	Other
It is asowm.	Other
Love it	Other
Thru Ruth defg	Other
Ok this game is pay to win....	Monetization
Cool	Other
I like the new update	Other
It's a great game to play but I need free weapons because I'm on level 20 and am halfway	Other
It would be a good game if they actually did something about the hackers and if they fixed all those glitches..do you guys ever answer to comments???	Bug
Decent game. Improve the controls a bit. Nerf the gem weapons. Add more campaign. Decent overall.   Wait what E X O S U I T S noe i need to reinstall	Balance
This game is amazing because  you really need to practice to be good	Other
Well I really like pixelgun but the problem was that internet connection is a bit off because it doesn't let me join multiplayer games.Can you please fix this.	Other
It is a cool game	Other
i hate this game when i try to re install it all my diamonds are gone what  happen i just purchase dias..what happen cant u give back my money wtf	Bug
Iove it	Other
It is the best free game	Other
Nice Game 😏 ( Pixel Gun 3D CUBIC.GAMES ). And this game ia Similar from Minecraft and Counter Strike !	Other
As soon as it was bought it got ruined	Other
I really like the game but the 2 problems are why not make the guns in the game for less coins in the game and when I want to move my head around in the game I can't leaving the player who gets their heads stuck in the game stuck like that for a few seconds	Monetization
1. no restoring when i re-downloaded  2. kicked as cheat even i buy with cash 3. firing in moving (fuxk control keys) 4. awesome delaying 굳이 번역해서 썼는데 무시하면 넷마블보다 못한 놈들이다	Bug
This game is awesome i could buy my very own guns	Other
I love this shooting game because it can kill some time and be fun but needs more ways to get gems or coins	Other
I think it's great	Other
Cool	Other
It is the funest  game	Other
